,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000035172,69.5945,-0.1999624,0.230435,-0.8677603,0.3855256,0.6818607,Plekhh3
ENSMUSG00000037761,84.32133,0.1621436,0.1868841,0.8676156,0.3856048,0.6818607,Actr5
ENSMUSG00000038685,54.44609,0.2273165,0.2620039,0.8676074,0.3856093,0.6818607,Rtel1
ENSMUSG00000115591,2.061199,1.128029,1.3002,0.867581,0.3856238,NA,NA
ENSMUSG00000113002,8.630813,0.4521752,0.5212687,0.8674512,0.3856948,NA,NA
ENSMUSG00000052707,2530.83,-0.07024754,0.08098173,-0.8674492,0.385696,0.6818607,Tnrc6a
ENSMUSG00000106206,0.2697043,-3.46224,3.991345,-0.867437,0.3857026,NA,NA
ENSMUSG00000023004,5675.926,0.1455697,0.167872,0.8671468,0.3858616,0.6818607,Tuba1b
ENSMUSG00000022940,535.9385,0.1260884,0.1454226,0.8670479,0.3859158,0.6818607,Pigp
ENSMUSG00000050271,250.437,-0.1172937,0.135287,-0.8669989,0.3859426,0.6818607,Prag1
ENSMUSG00000030966,46.57591,0.2026419,0.2337308,0.8669887,0.3859482,0.6818607,Trim21
ENSMUSG00000028405,690.0666,0.09780572,0.1128147,0.8669593,0.3859643,0.6818607,Aco1
ENSMUSG00000024683,448.218,-0.07869655,0.09078263,-0.8668679,0.3860144,0.6818607,Mrpl16
ENSMUSG00000106243,1.872074,-0.9006094,1.038952,-0.8668443,0.3860273,NA,Gm5050
ENSMUSG00000028266,417.1642,0.1237123,0.1427196,0.8668207,0.3860403,0.6818607,Lmo4
ENSMUSG00000028944,320.5201,-0.1192418,0.1375691,-0.8667777,0.3860638,0.6818607,Prkag2
ENSMUSG00000087125,0.6108755,1.897069,2.189116,0.8665913,0.386166,NA,A230108P19Rik
ENSMUSG00000097666,6.038769,0.600501,0.6929622,0.866571,0.3861771,NA,NA
ENSMUSG00000118298,0.7115537,-1.272091,1.467988,-0.866554,0.3861864,NA,Vmn1r60
ENSMUSG00000082715,8.179277,0.4664887,0.5383288,0.8665498,0.3861887,NA,NA
ENSMUSG00000036356,25.82042,0.3946984,0.4554897,0.8665365,0.386196,0.6820024,Csgalnact1
ENSMUSG00000103970,4.878464,-0.5305998,0.6124372,-0.8663742,0.386285,NA,NA
ENSMUSG00000115970,0.9816683,-1.347618,1.55568,-0.8662566,0.3863494,NA,8430426J06Rik
ENSMUSG00000021301,1.114492,-1.422324,1.641962,-0.8662343,0.3863617,NA,Hecw1
ENSMUSG00000082726,4.108043,0.8026713,0.9266619,0.8661965,0.3863824,NA,NA
ENSMUSG00000112545,2.159917,-0.8853296,1.022356,-0.8659702,0.3865065,NA,NA
ENSMUSG00000030236,0.8230568,-1.746463,2.016776,-0.8659678,0.3865078,NA,Slco1b2
ENSMUSG00000066721,3.854996,0.7110977,0.8212134,0.865911,0.386539,NA,Zfp575
ENSMUSG00000000739,0.5829894,-1.69012,1.951911,-0.8658796,0.3865562,NA,Sult5a1
ENSMUSG00000082478,2.688699,0.9017691,1.041715,0.8656583,0.3866776,NA,NA
ENSMUSG00000083816,3.06991,1.052758,1.216234,0.8655885,0.3867158,NA,Gm13033
ENSMUSG00000085541,1.334117,-1.189679,1.374468,-0.8655564,0.3867335,NA,NA
ENSMUSG00000020787,10.00905,-0.4695515,0.5425226,-0.8654966,0.3867663,NA,P2rx1
ENSMUSG00000087358,0.6124657,-1.71882,1.985985,-0.865475,0.3867781,NA,4930453H23Rik
ENSMUSG00000060508,199.3378,-0.185321,0.214182,-0.8652501,0.3869015,0.6831514,Nlrp9b
ENSMUSG00000066877,148.9074,0.1661635,0.1920702,0.8651185,0.3869737,0.6831514,Nck2
ENSMUSG00000043385,1.31974,-1.189613,1.375095,-0.8651131,0.3869767,NA,Olfr267
ENSMUSG00000026213,170.7906,-0.1387406,0.1604061,-0.8649336,0.3870752,0.6831514,Stk11ip
ENSMUSG00000027709,340.4247,-0.1605158,0.1855905,-0.8648926,0.3870977,0.6831514,Mccc1
ENSMUSG00000027555,338.8329,0.1293503,0.1495594,0.8648757,0.387107,0.6831514,Car13
ENSMUSG00000117439,15.91317,-0.3674232,0.4249093,-0.8647096,0.3871982,NA,NA
ENSMUSG00000079580,1.431844,1.586623,1.835032,0.8646293,0.3872423,NA,Tmem217
ENSMUSG00000083774,1.948989,-0.7864273,0.9095912,-0.8645942,0.3872616,NA,NA
ENSMUSG00000022255,4585.922,-0.0660889,0.07644132,-0.8645703,0.3872747,0.6833554,Mtdh
ENSMUSG00000112235,0.697621,-1.269082,1.468023,-0.8644835,0.3873223,NA,NA
ENSMUSG00000114107,1.626228,-0.9721622,1.124589,-0.8644597,0.3873354,NA,NA
ENSMUSG00000054626,6.754248,-0.5505509,0.6368735,-0.8644588,0.3873359,NA,Xlr
ENSMUSG00000100121,1.051564,-1.11863,1.29475,-0.8639739,0.3876022,NA,1700025N23Rik
ENSMUSG00000098492,4932.27,-0.190864,0.2209234,-0.8639377,0.3876221,0.6837993,Gm19353
ENSMUSG00000082836,2.083094,1.068713,1.237082,0.8638985,0.3876436,NA,NA
ENSMUSG00000078899,39.48547,0.2862759,0.3313897,0.8638648,0.3876622,0.6837993,Gm14430
ENSMUSG00000041842,392.8427,-0.1356127,0.1570018,-0.8637651,0.387717,0.6837993,Fhdc1
ENSMUSG00000103085,77.69063,-0.2322443,0.2688903,-0.8637141,0.387745,0.6837993,NA
ENSMUSG00000024817,318.217,-0.1000299,0.1158239,-0.863638,0.3877868,0.6837993,Uhrf2
ENSMUSG00000100157,6.917435,-0.8215298,0.9512921,-0.8635937,0.3878112,NA,2310034O05Rik
ENSMUSG00000054618,8.363331,-0.4200144,0.4864826,-0.8633698,0.3879342,NA,NA
ENSMUSG00000046727,8714.511,0.1263703,0.146378,0.8633153,0.3879641,0.6840201,Cystm1
ENSMUSG00000034690,0.6245116,1.871535,2.168044,0.8632368,0.3880073,NA,Nlrp4c
ENSMUSG00000119501,0.5898415,-1.435226,1.662614,-0.8632346,0.3880085,NA,Gm23721
ENSMUSG00000001348,1402.965,0.08794084,0.101884,0.8631469,0.3880567,0.6840482,Acp5
ENSMUSG00000025232,6625.684,-0.1689117,0.1957043,-0.8630966,0.3880844,0.6840482,Hexa
ENSMUSG00000089656,8.898082,-0.7026109,0.8141838,-0.8629635,0.3881575,NA,NA
ENSMUSG00000087303,2.836937,0.9134829,1.058617,0.8629026,0.388191,NA,Lipo2
ENSMUSG00000024507,751.3664,0.1650216,0.1913162,0.8625596,0.3883797,0.6844369,Hsd17b4
ENSMUSG00000070469,0.6270436,1.955455,2.267072,0.8625465,0.3883868,NA,Adamtsl3
ENSMUSG00000051295,77.37645,0.2580158,0.299147,0.8625053,0.3884095,0.6844369,9630028B13Rik
ENSMUSG00000111748,0.5583224,-1.560938,1.809975,-0.8624086,0.3884627,NA,Gm34885
ENSMUSG00000031884,17.83717,0.3370931,0.390875,0.8624064,0.3884639,NA,NA
ENSMUSG00000020744,167.5398,-0.183918,0.2132748,-0.8623522,0.3884937,0.6844369,Slc25a19
ENSMUSG00000046822,138.8261,0.1479298,0.1715494,0.8623162,0.3885135,0.6844369,Slc39a3
ENSMUSG00000044199,1.396663,1.531509,1.776477,0.8621048,0.3886298,NA,S1pr4
ENSMUSG00000045896,162.3016,0.1261103,0.1463188,0.8618873,0.3887495,0.6846281,Paip2b
ENSMUSG00000007836,2373.575,0.1100289,0.1276631,0.8618693,0.3887594,0.6846281,Hnrnpa0
ENSMUSG00000047446,873.4292,-0.1130018,0.1311177,-0.8618345,0.3887786,0.6846281,Arl4a
ENSMUSG00000020229,1.036333,-1.348895,1.565167,-0.8618217,0.3887857,NA,Slc5a4a
ENSMUSG00000052273,1.630975,-1.187864,1.378485,-0.8617172,0.3888432,NA,Dnah3
ENSMUSG00000025726,3.464806,-0.8961261,1.040003,-0.8616575,0.388876,NA,Slc28a1
ENSMUSG00000116703,0.2581748,-2.992462,3.473486,-0.8615154,0.3889542,NA,NA
ENSMUSG00000113566,0.9088621,-1.49825,1.739087,-0.8615153,0.3889543,NA,Gm40977
ENSMUSG00000029530,20.89385,0.3868568,0.4490435,0.861513,0.3889556,NA,Ccr9
ENSMUSG00000081880,18.88076,0.3808705,0.442134,0.8614367,0.3889976,NA,Gm5385
ENSMUSG00000117425,27.62772,-0.2471668,0.2869357,-0.8614014,0.389017,0.684956,NA
ENSMUSG00000102278,2.473261,-0.7158459,0.8310267,-0.8613993,0.3890182,NA,NA
ENSMUSG00000083812,262.969,0.1680778,0.1951932,0.8610842,0.3891917,0.6850963,NA
ENSMUSG00000053801,121.9949,0.2108279,0.2448449,0.8610671,0.3892011,0.6850963,Grwd1
ENSMUSG00000085655,14.10179,0.3693258,0.4289521,0.8609954,0.3892406,NA,NA
ENSMUSG00000030353,24.44816,-0.3229326,0.3751463,-0.8608178,0.3893384,NA,Tead4
ENSMUSG00000017707,5693.701,0.06963634,0.08090366,0.8607317,0.3893859,0.6853295,Serinc3
ENSMUSG00000041215,242.7419,-0.11899,0.1382586,-0.8606336,0.3894399,0.6853327,Yeats2
ENSMUSG00000027679,994.0619,0.1342803,0.1560897,0.8602764,0.3896367,0.6855871,Dnajc19
ENSMUSG00000028889,169.8087,0.1808298,0.2102374,0.8601222,0.3897217,0.6856447,Yrdc
ENSMUSG00000060317,5.066486,-0.5022751,0.584088,-0.8599306,0.3898273,NA,Acnat2
ENSMUSG00000028348,0.6871117,2.008934,2.336182,0.8599216,0.3898323,NA,Cavin4
ENSMUSG00000022439,2.24929,1.162676,1.352286,0.859785,0.3899076,NA,Parvg
ENSMUSG00000035615,1.465453,1.578679,1.836303,0.8597048,0.3899518,NA,Frmpd1
ENSMUSG00000018861,86.49985,0.157992,0.1837765,0.8596963,0.3899565,0.6858445,Fdxr
ENSMUSG00000025241,428.82,-0.1207895,0.1405144,-0.8596239,0.3899964,0.6858445,Fyco1
ENSMUSG00000098219,1.337646,1.465925,1.705325,0.8596165,0.3900005,NA,Gm7481
ENSMUSG00000033952,193.5583,-0.2410257,0.2804026,-0.85957,0.3900261,0.6858445,Aspm
ENSMUSG00000058715,49.65911,0.2758024,0.3208849,0.8595058,0.3900615,0.6858445,Fcer1g
ENSMUSG00000022285,3898.288,-0.07018264,0.08166069,-0.8594422,0.3900966,0.6858445,Ywhaz
ENSMUSG00000081439,0.8358174,-1.604648,1.867394,-0.8592979,0.3901762,NA,NA
ENSMUSG00000020894,161.6178,-0.1743735,0.2029473,-0.8592058,0.390227,0.6859819,Vamp2
ENSMUSG00000060594,1.108615,-0.990833,1.153345,-0.8590949,0.3902881,NA,Layn
ENSMUSG00000025318,1.475194,-1.024057,1.192021,-0.8590929,0.3902893,NA,Jph3
ENSMUSG00000043991,3954.579,-0.09484075,0.1103988,-0.8590739,0.3902997,0.6860178,Pura
ENSMUSG00000068631,1.49393,1.55639,1.811811,0.8590246,0.3903269,NA,NA
ENSMUSG00000032313,1.968854,1.094033,1.273679,0.8589551,0.3903653,NA,Tmem266
ENSMUSG00000037798,0.9392356,2.472564,2.879064,0.8588085,0.3904462,NA,Mat1a
ENSMUSG00000092364,0.3176115,-2.841643,3.308851,-0.8588006,0.3904505,NA,NA
ENSMUSG00000112338,15.18954,0.4210211,0.4902477,0.8587927,0.3904549,NA,NA
ENSMUSG00000087239,0.5856684,1.754952,2.043637,0.8587399,0.390484,NA,NA
ENSMUSG00000027366,3854.373,0.167072,0.1945774,0.85864,0.3905392,0.6863467,Sppl2a
ENSMUSG00000079560,0.593603,-1.736267,2.022115,-0.8586393,0.3905395,NA,Hoxa3
ENSMUSG00000029524,22.88577,-0.2691055,0.3134112,-0.8586339,0.3905425,NA,Sirt4
ENSMUSG00000012017,10.46723,0.4481852,0.5219815,0.8586229,0.3905486,NA,Scarf2
ENSMUSG00000028644,0.7028863,2.029436,2.363606,0.8586187,0.3905509,NA,Ermap
ENSMUSG00000056271,0.2788182,-2.92875,3.41164,-0.8584581,0.3906396,NA,Lman1l
ENSMUSG00000059852,1.623039,-1.259403,1.467095,-0.8584335,0.3906531,NA,Kcng2
ENSMUSG00000027419,3.706394,0.9847487,1.147277,0.8583353,0.3907073,NA,Pcsk2
ENSMUSG00000029468,7.579512,0.6320981,0.7364283,0.8583294,0.3907106,NA,P2rx7
ENSMUSG00000034083,400.4758,-0.1018226,0.1186457,-0.8582072,0.3907781,0.6866746,Ccdc174
ENSMUSG00000003484,6.735669,0.6137675,0.7152015,0.8581742,0.3907963,NA,Cyp4f18
ENSMUSG00000059179,3.299321,0.7680183,0.8951842,0.8579445,0.3909231,NA,NA
ENSMUSG00000081731,16.58566,-0.3387594,0.3949159,-0.8578015,0.3910021,NA,NA
ENSMUSG00000042814,85.53788,-0.175419,0.2044997,-0.8577958,0.3910052,0.6868587,Mcts2
ENSMUSG00000101698,53.41773,-0.2657728,0.3098604,-0.8577178,0.3910483,0.6868587,NA
ENSMUSG00000111271,3.088584,-0.9648342,1.124903,-0.857704,0.3910559,NA,NA
ENSMUSG00000022946,493.0036,-0.1326151,0.1546224,-0.8576708,0.3910743,0.6868587,Dop1b
ENSMUSG00000021140,375.3769,0.09851568,0.1148686,0.8576383,0.3910922,0.6868587,Pcnx
ENSMUSG00000101832,0.2603165,-3.462099,4.036886,-0.8576164,0.3911043,NA,NA
ENSMUSG00000109931,0.7106155,-1.713522,1.99847,-0.8574169,0.3912145,NA,NA
ENSMUSG00000073650,0.7216808,2.04717,2.387639,0.8574034,0.391222,NA,Catip
ENSMUSG00000024502,0.8621195,-1.310652,1.52873,-0.8573467,0.3912533,NA,Jakmip2
ENSMUSG00000032300,185.3875,0.1219559,0.1422587,0.8572826,0.3912887,0.6869178,1700017B05Rik
ENSMUSG00000021069,14.03337,-0.4047917,0.4721874,-0.8572691,0.3912962,NA,Pygl
ENSMUSG00000068240,15812.5,0.08493938,0.09909408,0.8571589,0.391357,0.6869178,Gm11808
ENSMUSG00000079440,18907.09,0.1118875,0.1305332,0.8571577,0.3913577,0.6869178,Alpi
ENSMUSG00000119767,3.131287,-0.7004011,0.8171811,-0.8570941,0.3913929,NA,n-R5s112
ENSMUSG00000118867,3.131287,-0.7004011,0.8171811,-0.8570941,0.3913929,NA,n-R5s120
ENSMUSG00000119904,3.131287,-0.7004011,0.8171811,-0.8570941,0.3913929,NA,n-R5s125
ENSMUSG00000095457,995.8027,-0.3387967,0.3953062,-0.8570487,0.391418,0.6869178,NA
ENSMUSG00000073758,118.4848,0.1650806,0.1926198,0.857028,0.3914294,0.6869178,Sh3d21
ENSMUSG00000045176,283.7697,-0.09862765,0.1150836,-0.8570088,0.39144,0.6869178,Borcs6
ENSMUSG00000065501,0.583376,-1.853786,2.163373,-0.8568963,0.3915022,NA,Mir335
ENSMUSG00000060724,0.8070084,2.256938,2.634156,0.8567976,0.3915567,NA,Vmn1r47
ENSMUSG00000084644,0.7314446,2.17163,2.535739,0.8564089,0.3917716,NA,NA
ENSMUSG00000049728,92.29477,0.1594012,0.1861408,0.8563472,0.3918057,0.6874677,Zfp668
ENSMUSG00000102861,0.6287736,1.877464,2.192605,0.8562711,0.3918478,NA,NA
ENSMUSG00000036270,213.7149,-0.1208047,0.141098,-0.8561759,0.3919005,0.6875419,Edc4
ENSMUSG00000085715,1.052264,-1.159716,1.354564,-0.856154,0.3919126,NA,Tsix
ENSMUSG00000000374,604.8361,0.09856859,0.1151394,0.8560806,0.3919532,0.6875425,Trappc10
ENSMUSG00000111094,0.2528475,-3.50096,4.09002,-0.8559764,0.3920109,NA,NA
ENSMUSG00000000673,2.939533,-0.7048582,0.8234897,-0.8559405,0.3920307,NA,Haao
ENSMUSG00000071451,242.5753,0.1166462,0.1362939,0.8558435,0.3920844,0.6876807,Psmg4
ENSMUSG00000102277,19.71347,-0.3300991,0.3857414,-0.8557523,0.3921348,NA,NA
ENSMUSG00000039860,3.194467,-0.7621905,0.8907889,-0.8556354,0.3921995,NA,Srrm3
ENSMUSG00000027895,0.2754988,-2.928831,3.423969,-0.8553907,0.3923349,NA,Kcnc4
ENSMUSG00000032024,31.24408,-0.2364456,0.2764408,-0.8553208,0.3923736,0.6880959,Clmp
ENSMUSG00000103356,0.3653584,-2.137673,2.499383,-0.8552803,0.392396,NA,NA
ENSMUSG00000049687,24.22335,-0.3383349,0.3956665,-0.855101,0.3924952,NA,Pheta2
ENSMUSG00000103089,0.5380016,-2.091507,2.445996,-0.8550736,0.3925104,NA,NA
ENSMUSG00000020734,9.43782,-0.4345569,0.5082147,-0.8550657,0.3925148,NA,Grin2c
ENSMUSG00000027165,242.9529,-0.1342288,0.1569857,-0.8550385,0.3925299,0.6881908,Iftap
ENSMUSG00000025423,279.0744,0.1064787,0.1245316,0.8550335,0.3925326,0.6881908,Pias2
ENSMUSG00000011382,11.75835,0.4086274,0.4780013,0.8548665,0.392625,NA,Dhdh
ENSMUSG00000047180,245.6161,0.1460386,0.1708659,0.8546972,0.3927188,0.6883348,Neurl3
ENSMUSG00000028179,146.3662,0.2051632,0.2400502,0.8546676,0.3927352,0.6883348,Cth
ENSMUSG00000036529,170.6975,-0.1140567,0.1334619,-0.854601,0.3927721,0.6883348,Sbf1
ENSMUSG00000031273,2.060781,-0.8951367,1.047813,-0.8542905,0.3929441,NA,Col4a6
ENSMUSG00000110457,0.8315345,-1.480098,1.732973,-0.8540798,0.3930608,NA,NA
ENSMUSG00000116884,2.03787,1.077225,1.26138,0.8540052,0.3931021,NA,NA
ENSMUSG00000042498,146.7509,-0.196137,0.2296774,-0.8539675,0.393123,0.6888146,Radx
ENSMUSG00000021911,553.6916,-0.07300756,0.08549723,-0.8539172,0.3931509,0.6888146,Parg
ENSMUSG00000102733,0.4971885,-1.695148,1.985193,-0.8538957,0.3931628,NA,NA
ENSMUSG00000034595,21.6271,-0.3314115,0.3881368,-0.8538525,0.3931867,NA,Ppp1r18
ENSMUSG00000015476,1.211306,-1.01849,1.192836,-0.8538391,0.3931942,NA,Prrt1
ENSMUSG00000054966,0.311543,-2.841515,3.327932,-0.8538381,0.3931947,NA,Lmntd1
ENSMUSG00000002808,37.033,-0.354692,0.4154344,-0.8537858,0.3932237,0.6888327,Epdr1
ENSMUSG00000079445,21.9072,0.6013636,0.7044037,0.8537201,0.3932601,NA,B3gnt7
ENSMUSG00000020409,1006.756,-0.07131969,0.08354684,-0.8536492,0.3932994,0.6888327,Slu7
ENSMUSG00000028138,548.6252,-0.1107132,0.1297124,-0.8535287,0.3933662,0.6888327,Adh5
ENSMUSG00000110397,7.702176,-0.5211127,0.6105396,-0.8535281,0.3933665,NA,NA
ENSMUSG00000048087,944.8109,0.1395783,0.1635458,0.853451,0.3934092,0.6888327,Ahcyl
ENSMUSG00000031220,1.645939,-0.9979475,1.169427,-0.8533645,0.3934572,NA,Awat2
ENSMUSG00000117775,3.727932,-0.6764885,0.7927743,-0.853318,0.393483,NA,NA
ENSMUSG00000040112,449.741,0.09790973,0.1147529,0.8532221,0.3935361,0.6888327,Mrps35
ENSMUSG00000113392,42.36405,-0.2427601,0.2845353,-0.8531809,0.393559,0.6888327,NA
ENSMUSG00000093904,2895.616,0.07220447,0.08463274,0.8531506,0.3935758,0.6888327,Tomm20
ENSMUSG00000034957,662.4573,-0.07325592,0.08586614,-0.8531409,0.3935812,0.6888327,Cebpa
ENSMUSG00000099401,0.6002996,1.844613,2.162249,0.8530995,0.3936041,NA,NA
ENSMUSG00000020848,1.081856,-1.124106,1.317811,-0.8530095,0.393654,NA,Doc2b
ENSMUSG00000113222,399.7236,0.1596591,0.187211,0.8528296,0.3937538,0.6890429,NA
ENSMUSG00000041144,1.984614,-0.785024,0.9205354,-0.8527907,0.3937754,NA,Dnah7b
ENSMUSG00000030826,20.25728,-0.2877158,0.337449,-0.8526202,0.3938699,NA,Bcat2
ENSMUSG00000108214,3.538551,-0.6493846,0.7617242,-0.8525193,0.3939259,NA,NA
ENSMUSG00000035165,264.9823,0.260632,0.3057342,0.8524788,0.3939484,0.6892915,Kcne3
ENSMUSG00000117499,12.14836,0.5302192,0.6219759,0.8524756,0.3939502,NA,NA
ENSMUSG00000062209,0.6846622,-1.46,1.712706,-0.8524525,0.393963,NA,Erbb4
ENSMUSG00000099378,0.6580375,2.020876,2.370704,0.852437,0.3939716,NA,1700067G17Rik
ENSMUSG00000026196,56.67017,0.3152085,0.3698053,0.8523635,0.3940123,0.6893115,Bard1
ENSMUSG00000058046,2.798365,-0.799808,0.9384673,-0.8522492,0.3940758,NA,4933430I17Rik
ENSMUSG00000112229,14.63525,-0.3755487,0.4406561,-0.8522488,0.394076,NA,NA
ENSMUSG00000074676,0.5968417,1.843852,2.163687,0.8521807,0.3941138,NA,Foxs1
ENSMUSG00000100084,14.29874,-0.3698097,0.4339798,-0.8521357,0.3941388,NA,2310068J16Rik
ENSMUSG00000098685,2.163156,1.220866,1.432726,0.852128,0.3941431,NA,NA
ENSMUSG00000028023,223.2724,0.1292756,0.1517121,0.8521115,0.3941522,0.6894642,Pitx2
ENSMUSG00000103382,2.318759,-0.9531298,1.11856,-0.8521044,0.3941561,NA,NA
ENSMUSG00000102757,1.349636,1.520657,1.784653,0.852074,0.394173,NA,Gm2756
ENSMUSG00000033491,1.309209,1.471281,1.726748,0.8520529,0.3941847,NA,Prss35
ENSMUSG00000071342,0.5583684,-1.839257,2.158625,-0.8520503,0.3941862,NA,Lsmem1
ENSMUSG00000039713,634.136,-0.168268,0.1975123,-0.8519372,0.394249,0.6894826,Plekhg5
ENSMUSG00000029922,994.4325,0.08069699,0.09472983,0.8518646,0.3942893,0.6894826,Mkrn1
ENSMUSG00000115710,6.831397,0.6271416,0.7362193,0.8518408,0.3943025,NA,NA
ENSMUSG00000097357,12.49103,0.4487684,0.5268237,0.8518378,0.3943041,NA,Gm16793
ENSMUSG00000035901,37.69448,-0.3190949,0.3746087,-0.8518085,0.3943204,0.6894826,Dennd5a
ENSMUSG00000004567,292.2848,-0.1314279,0.1543132,-0.8516959,0.3943829,0.6895001,Mcoln1
ENSMUSG00000031828,32.84243,-0.2199436,0.2582871,-0.8515469,0.3944656,0.6895528,Klhl36
ENSMUSG00000086916,38.92823,-0.2062926,0.2423254,-0.8513041,0.3946005,0.6896966,NA
ENSMUSG00000105084,4.735072,-0.5585241,0.6560947,-0.8512858,0.3946106,NA,NA
ENSMUSG00000068227,11.57234,0.380258,0.4467344,0.8511948,0.3946612,NA,Il2rb
ENSMUSG00000022323,192.2255,-0.1731989,0.2035078,-0.8510678,0.3947317,0.689784,Rida
ENSMUSG00000109118,46.97722,0.2667178,0.3134596,0.850884,0.3948338,0.689784,Gm32031
ENSMUSG00000055660,145.7383,-0.1339734,0.1574594,-0.8508439,0.3948561,0.689784,Mettl4
ENSMUSG00000002250,212.0406,0.2192006,0.2576298,0.8508355,0.3948607,0.689784,Ppard
ENSMUSG00000082793,167.9021,0.2306634,0.2711393,0.850719,0.3949255,0.6897911,Btf3-ps4
ENSMUSG00000029154,8.276265,0.7027103,0.8261585,0.8505756,0.3950052,NA,Cwh43
ENSMUSG00000024777,27.73135,-0.2688925,0.316137,-0.8505568,0.3950156,0.6897911,Ppp2r5b
ENSMUSG00000081418,28.74631,0.2751759,0.3235292,0.8505444,0.3950225,0.6897911,NA
ENSMUSG00000099005,4.382985,0.7963758,0.9363468,0.8505138,0.3950395,NA,Mir6398
ENSMUSG00000104695,1.08796,-1.048082,1.232682,-0.8502457,0.3951885,NA,NA
ENSMUSG00000105979,2.366938,-0.9812715,1.15419,-0.8501823,0.3952238,NA,NA
ENSMUSG00000115133,1.897519,1.08394,1.275262,0.8499744,0.3953393,NA,Gm20167
ENSMUSG00000033216,240.4521,-0.09712494,0.1142759,-0.849916,0.3953718,0.6901559,Eefsec
ENSMUSG00000115756,1.308815,-1.756591,2.066896,-0.8498692,0.3953978,NA,NA
ENSMUSG00000025716,0.5904098,1.752872,2.062661,0.8498111,0.3954301,NA,Myo3a
ENSMUSG00000040550,219.0603,-0.1298563,0.1528271,-0.8496947,0.3954949,0.6901559,Otud6b
ENSMUSG00000030779,1713.34,-0.0798938,0.09403229,-0.8496422,0.3955241,0.6901559,Rbbp6
ENSMUSG00000039899,176.8013,0.1422319,0.1674141,0.8495814,0.3955579,0.6901559,Fgl2
ENSMUSG00000085375,0.6133197,1.858339,2.187392,0.8495686,0.395565,NA,NA
ENSMUSG00000063884,338.4285,0.1520877,0.1790229,0.8495433,0.395579,0.6901559,Ptcd3
ENSMUSG00000031835,1012.343,0.0677665,0.07976822,0.8495426,0.3955795,0.6901559,Mbtps1
ENSMUSG00000090475,6.133223,-0.6348903,0.7474106,-0.8494531,0.3956292,NA,NA
ENSMUSG00000100876,39.19442,0.2463021,0.2899551,0.8494492,0.3956314,0.6901559,2810454H06Rik
ENSMUSG00000021048,287.2774,0.1498378,0.1764019,0.8494118,0.3956522,0.6901559,Mthfd1
ENSMUSG00000047507,1.504516,1.717936,2.022681,0.8493364,0.3956941,NA,Baiap3
ENSMUSG00000115584,3.420054,0.8115779,0.955692,0.8492045,0.3957675,NA,Gm5854
ENSMUSG00000075592,22.66475,-0.31459,0.3704716,-0.8491609,0.3957918,NA,Nynrin
ENSMUSG00000039059,1.111337,-1.176718,1.385804,-0.8491224,0.3958132,NA,Hrh3
ENSMUSG00000102770,0.3555185,-2.137306,2.517326,-0.849038,0.3958602,NA,NA
ENSMUSG00000004895,63.94969,-0.1759973,0.207302,-0.8489899,0.3958869,0.6904735,Prcc
ENSMUSG00000078500,0.5608455,1.728733,2.036337,0.8489424,0.3959133,NA,NA
ENSMUSG00000081010,0.6296365,-1.699761,2.002345,-0.8488853,0.3959451,NA,NA
ENSMUSG00000098692,0.5588603,1.729884,2.037847,0.8488783,0.395949,NA,NA
ENSMUSG00000112195,0.8469849,-1.747503,2.058784,-0.8488033,0.3959907,NA,NA
ENSMUSG00000018583,1864.359,0.1202739,0.1417205,0.8486698,0.396065,0.690586,G3bp1
ENSMUSG00000073680,40.69809,-0.2285364,0.2692931,-0.8486529,0.3960745,0.690586,Tmem88b
ENSMUSG00000075014,152.4626,-0.2895324,0.3411923,-0.8485903,0.3961093,0.690586,NA
ENSMUSG00000081653,1.247992,1.417256,1.670161,0.8485747,0.396118,NA,LOC118568034
ENSMUSG00000060566,2.626319,-0.728805,0.8589001,-0.8485329,0.3961413,NA,Rpl21-ps3
ENSMUSG00000031918,303.2743,0.1226965,0.1446095,0.8484674,0.3961777,0.6905867,Mtmr2
ENSMUSG00000068085,0.5930647,1.828335,2.154977,0.8484245,0.3962016,NA,Cyp2d11
ENSMUSG00000041354,126.156,-0.1978478,0.2332009,-0.8484005,0.396215,0.6905867,Rgl2
ENSMUSG00000044377,0.6099499,1.855565,2.187154,0.8483923,0.3962195,NA,NA
ENSMUSG00000102813,2.730878,-0.7467384,0.8802221,-0.8483522,0.3962418,NA,NA
ENSMUSG00000056820,691.8124,0.09889971,0.1165863,0.8482958,0.3962733,0.6905966,Tsnax
ENSMUSG00000027610,1238.208,-0.08809641,0.1038713,-0.8481303,0.3963654,0.6906654,Gss
ENSMUSG00000111080,146.433,-0.126137,0.1487615,-0.8479142,0.3964858,0.6907567,Gm20300
ENSMUSG00000095711,0.6773425,1.982114,2.337774,0.847864,0.3965137,NA,NA
ENSMUSG00000038014,3155.567,-0.07812653,0.09214695,-0.8478472,0.3965231,0.6907567,Fam120a
ENSMUSG00000030677,151.2008,0.195236,0.2303484,0.8475685,0.3966783,0.6908617,Kif22
ENSMUSG00000115918,27.68606,-0.3316961,0.3913588,-0.84755,0.3966887,0.6908617,NA
ENSMUSG00000017195,9.934908,0.4879987,0.5758572,0.8474301,0.3967554,NA,Zpbp2
ENSMUSG00000046658,89.6964,-0.2177453,0.256974,-0.8473439,0.3968035,0.6908868,Zfp316
